"","WATER_RIGHT_ID","APPL_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"1",56,"A000448",2009,1,0,"USE"
"2",56,"A000448",2009,1,0,"Combined (Direct + Storage)"
"3",56,"A000448",2009,2,0,"Combined (Direct + Storage)"
"4",56,"A000448",2009,2,0,"USE"
"5",56,"A000448",2009,3,0,"USE"
"6",56,"A000448",2009,3,0,"Combined (Direct + Storage)"
"7",56,"A000448",2009,4,0,"Combined (Direct + Storage)"
"8",56,"A000448",2009,4,0,"USE"
"9",56,"A000448",2009,5,0,"USE"
"10",56,"A000448",2009,5,0,"Combined (Direct + Storage)"
"11",56,"A000448",2009,6,0,"Combined (Direct + Storage)"
"12",56,"A000448",2009,6,0,"USE"
"13",56,"A000448",2009,7,0,"USE"
"14",56,"A000448",2009,7,0,"Combined (Direct + Storage)"
"15",56,"A000448",2009,8,0,"Combined (Direct + Storage)"
"16",56,"A000448",2009,8,0,"USE"
"17",56,"A000448",2009,9,0,"USE"
"18",56,"A000448",2009,9,0,"Combined (Direct + Storage)"
"19",56,"A000448",2009,10,0,"Combined (Direct + Storage)"
"20",56,"A000448",2009,10,0,"USE"
"21",56,"A000448",2009,11,0,"USE"
"22",56,"A000448",2009,11,0,"Combined (Direct + Storage)"
"23",56,"A000448",2009,12,0,"Combined (Direct + Storage)"
"24",56,"A000448",2009,12,0,"USE"
"25",56,"A000448",2010,1,0,"USE"
"26",56,"A000448",2010,1,0,"Combined (Direct + Storage)"
"27",56,"A000448",2010,2,0,"Combined (Direct + Storage)"
"28",56,"A000448",2010,2,0,"USE"
"29",56,"A000448",2010,3,0,"USE"
"30",56,"A000448",2010,3,0,"Combined (Direct + Storage)"
"31",56,"A000448",2010,4,1800,"Combined (Direct + Storage)"
"32",56,"A000448",2010,4,1600,"USE"
"33",56,"A000448",2010,5,2400,"USE"
"34",56,"A000448",2010,5,2640,"Combined (Direct + Storage)"
"35",56,"A000448",2010,6,1500,"Combined (Direct + Storage)"
"36",56,"A000448",2010,6,1350,"USE"
"37",56,"A000448",2010,7,720,"USE"
"38",56,"A000448",2010,7,800,"Combined (Direct + Storage)"
"39",56,"A000448",2010,8,1200,"Combined (Direct + Storage)"
"40",56,"A000448",2010,8,1080,"USE"
"41",56,"A000448",2010,9,440,"USE"
"42",56,"A000448",2010,9,480,"Combined (Direct + Storage)"
"43",56,"A000448",2010,10,0,"Combined (Direct + Storage)"
"44",56,"A000448",2010,10,0,"USE"
"45",56,"A000448",2010,11,0,"USE"
"46",56,"A000448",2010,11,0,"Combined (Direct + Storage)"
"47",56,"A000448",2010,12,0,"Combined (Direct + Storage)"
"48",56,"A000448",2010,12,0,"USE"
"49",56,"A000448",2011,1,0,"USE"
"50",56,"A000448",2011,1,0,"Combined (Direct + Storage)"
"51",56,"A000448",2011,2,0,"Combined (Direct + Storage)"
"52",56,"A000448",2011,2,0,"USE"
"53",56,"A000448",2011,3,0,"USE"
"54",56,"A000448",2011,3,0,"Combined (Direct + Storage)"
"55",56,"A000448",2011,4,744.4,"Combined (Direct + Storage)"
"56",56,"A000448",2011,4,572.88,"USE"
"57",56,"A000448",2011,5,0,"USE"
"58",56,"A000448",2011,5,0,"Combined (Direct + Storage)"
"59",56,"A000448",2011,6,833.2,"Combined (Direct + Storage)"
"60",56,"A000448",2011,6,641.56,"USE"
"61",56,"A000448",2011,7,854.39,"USE"
"62",56,"A000448",2011,7,1109.6,"Combined (Direct + Storage)"
"63",56,"A000448",2011,8,1267.6,"Combined (Direct + Storage)"
"64",56,"A000448",2011,8,976.05,"USE"
"65",56,"A000448",2011,9,73.46,"USE"
"66",56,"A000448",2011,9,95.4,"Combined (Direct + Storage)"
"67",56,"A000448",2011,10,0,"Combined (Direct + Storage)"
"68",56,"A000448",2011,10,0,"USE"
"69",56,"A000448",2011,11,0,"USE"
"70",56,"A000448",2011,11,0,"Combined (Direct + Storage)"
"71",56,"A000448",2011,12,0,"Combined (Direct + Storage)"
"72",56,"A000448",2011,12,0,"USE"
"73",56,"A000448",2012,1,0,"USE"
"74",56,"A000448",2012,1,0,"Combined (Direct + Storage)"
"75",56,"A000448",2012,2,0,"Combined (Direct + Storage)"
"76",56,"A000448",2012,2,0,"USE"
"77",56,"A000448",2012,3,0,"USE"
"78",56,"A000448",2012,3,0,"Combined (Direct + Storage)"
"79",56,"A000448",2012,4,46.17,"Combined (Direct + Storage)"
"80",56,"A000448",2012,4,35.55,"USE"
"81",56,"A000448",2012,5,1066.7,"USE"
"82",56,"A000448",2012,5,1385.33,"Combined (Direct + Storage)"
"83",56,"A000448",2012,6,1453.8,"Combined (Direct + Storage)"
"84",56,"A000448",2012,6,1119.43,"USE"
"85",56,"A000448",2012,7,417.5,"USE"
"86",56,"A000448",2012,7,542.2,"Combined (Direct + Storage)"
"87",56,"A000448",2012,8,0,"Combined (Direct + Storage)"
"88",56,"A000448",2012,8,0,"USE"
"89",56,"A000448",2012,9,0,"USE"
"90",56,"A000448",2012,9,0,"Combined (Direct + Storage)"
"91",56,"A000448",2012,10,0,"Combined (Direct + Storage)"
"92",56,"A000448",2012,10,0,"USE"
"93",56,"A000448",2012,11,0,"USE"
"94",56,"A000448",2012,11,0,"Combined (Direct + Storage)"
"95",56,"A000448",2012,12,0,"Combined (Direct + Storage)"
"96",56,"A000448",2012,12,0,"USE"
"97",56,"A000448",2013,1,0,"USE"
"98",56,"A000448",2013,1,0,"Combined (Direct + Storage)"
"99",56,"A000448",2013,2,0,"Combined (Direct + Storage)"
"100",56,"A000448",2013,2,0,"USE"
"101",56,"A000448",2013,3,0,"USE"
"102",56,"A000448",2013,3,0,"Combined (Direct + Storage)"
"103",56,"A000448",2013,4,957.46,"Combined (Direct + Storage)"
"104",56,"A000448",2013,4,957.46,"USE"
"105",56,"A000448",2013,5,1453.8,"USE"
"106",56,"A000448",2013,5,1453.8,"Combined (Direct + Storage)"
"107",56,"A000448",2013,6,1455.9,"Combined (Direct + Storage)"
"108",56,"A000448",2013,6,1455.9,"USE"
"109",56,"A000448",2013,7,596.12,"USE"
"110",56,"A000448",2013,7,596.12,"Combined (Direct + Storage)"
"111",56,"A000448",2013,8,0,"Combined (Direct + Storage)"
"112",56,"A000448",2013,8,0,"USE"
"113",56,"A000448",2013,9,596.43,"USE"
"114",56,"A000448",2013,9,596.43,"Combined (Direct + Storage)"
"115",56,"A000448",2013,10,0,"Combined (Direct + Storage)"
"116",56,"A000448",2013,10,0,"USE"
"117",56,"A000448",2013,11,0,"USE"
"118",56,"A000448",2013,11,0,"Combined (Direct + Storage)"
"119",56,"A000448",2013,12,0,"Combined (Direct + Storage)"
"120",56,"A000448",2013,12,0,"USE"
"121",56,"A000448",2014,1,0,"USE"
"122",56,"A000448",2014,1,0,"DIRECT"
"123",56,"A000448",2014,1,0,"STORAGE"
"124",56,"A000448",2014,2,0,"STORAGE"
"125",56,"A000448",2014,2,0,"DIRECT"
"126",56,"A000448",2014,2,0,"USE"
"127",56,"A000448",2014,3,0,"USE"
"128",56,"A000448",2014,3,0,"DIRECT"
"129",56,"A000448",2014,3,0,"STORAGE"
"130",56,"A000448",2014,4,945.1,"DIRECT"
"131",56,"A000448",2014,4,0,"STORAGE"
"132",56,"A000448",2014,4,0,"USE"
"133",56,"A000448",2014,5,0,"USE"
"134",56,"A000448",2014,5,0,"STORAGE"
"135",56,"A000448",2014,5,1373.7,"DIRECT"
"136",56,"A000448",2014,6,1401.2,"DIRECT"
"137",56,"A000448",2014,6,0,"STORAGE"
"138",56,"A000448",2014,6,0,"USE"
"139",56,"A000448",2014,7,0,"USE"
"140",56,"A000448",2014,7,421.1,"DIRECT"
"141",56,"A000448",2014,7,0,"STORAGE"
"142",56,"A000448",2014,8,0,"DIRECT"
"143",56,"A000448",2014,8,0,"STORAGE"
"144",56,"A000448",2014,8,0,"USE"
"145",56,"A000448",2014,9,0,"USE"
"146",56,"A000448",2014,9,0,"DIRECT"
"147",56,"A000448",2014,9,0,"STORAGE"
"148",56,"A000448",2014,10,0,"DIRECT"
"149",56,"A000448",2014,10,0,"STORAGE"
"150",56,"A000448",2014,10,0,"USE"
"151",56,"A000448",2014,11,0,"USE"
"152",56,"A000448",2014,11,0,"STORAGE"
"153",56,"A000448",2014,11,0,"DIRECT"
"154",56,"A000448",2014,12,0,"DIRECT"
"155",56,"A000448",2014,12,0,"STORAGE"
"156",56,"A000448",2014,12,0,"USE"
"157",56,"A000448",2015,1,0,"USE"
"158",56,"A000448",2015,1,0,"STORAGE"
"159",56,"A000448",2015,1,0,"DIRECT"
"160",56,"A000448",2015,2,0,"DIRECT"
"161",56,"A000448",2015,2,0,"STORAGE"
"162",56,"A000448",2015,2,0,"USE"
"163",56,"A000448",2015,3,0,"USE"
"164",56,"A000448",2015,3,0,"DIRECT"
"165",56,"A000448",2015,3,0,"STORAGE"
"166",56,"A000448",2015,4,0,"STORAGE"
"167",56,"A000448",2015,4,962,"DIRECT"
"168",56,"A000448",2015,4,0,"USE"
"169",56,"A000448",2015,5,0,"USE"
"170",56,"A000448",2015,5,0,"STORAGE"
"171",56,"A000448",2015,5,1457.3,"DIRECT"
"172",56,"A000448",2015,6,0,"STORAGE"
"173",56,"A000448",2015,6,1254.1,"DIRECT"
"174",56,"A000448",2015,6,0,"USE"
"175",56,"A000448",2015,7,0,"USE"
"176",56,"A000448",2015,7,513.7,"DIRECT"
"177",56,"A000448",2015,7,0,"STORAGE"
"178",56,"A000448",2015,8,0,"DIRECT"
"179",56,"A000448",2015,8,0,"STORAGE"
"180",56,"A000448",2015,8,0,"USE"
"181",56,"A000448",2015,9,0,"USE"
"182",56,"A000448",2015,9,0,"DIRECT"
"183",56,"A000448",2015,9,0,"STORAGE"
"184",56,"A000448",2015,10,0,"DIRECT"
"185",56,"A000448",2015,10,0,"STORAGE"
"186",56,"A000448",2015,10,0,"USE"
"187",56,"A000448",2015,11,0,"USE"
"188",56,"A000448",2015,11,0,"DIRECT"
"189",56,"A000448",2015,11,0,"STORAGE"
"190",56,"A000448",2015,12,0,"STORAGE"
"191",56,"A000448",2015,12,0,"DIRECT"
"192",56,"A000448",2015,12,0,"USE"
"193",56,"A000448",2016,1,0,"USE"
"194",56,"A000448",2016,1,0,"STORAGE"
"195",56,"A000448",2016,1,0,"DIRECT"
"196",56,"A000448",2016,2,0,"DIRECT"
"197",56,"A000448",2016,2,0,"STORAGE"
"198",56,"A000448",2016,2,0,"USE"
"199",56,"A000448",2016,3,0,"USE"
"200",56,"A000448",2016,3,0,"DIRECT"
"201",56,"A000448",2016,3,0,"STORAGE"
"202",56,"A000448",2016,4,0,"STORAGE"
"203",56,"A000448",2016,4,573.5,"DIRECT"
"204",56,"A000448",2016,4,0,"USE"
"205",56,"A000448",2016,5,0,"USE"
"206",56,"A000448",2016,5,0,"STORAGE"
"207",56,"A000448",2016,5,1324.3,"DIRECT"
"208",56,"A000448",2016,6,0,"STORAGE"
"209",56,"A000448",2016,6,1042.1,"DIRECT"
"210",56,"A000448",2016,6,0,"USE"
"211",56,"A000448",2016,7,0,"USE"
"212",56,"A000448",2016,7,874.3,"DIRECT"
"213",56,"A000448",2016,7,0,"STORAGE"
"214",56,"A000448",2016,8,0,"DIRECT"
"215",56,"A000448",2016,8,0,"STORAGE"
"216",56,"A000448",2016,8,0,"USE"
"217",56,"A000448",2016,9,0,"USE"
"218",56,"A000448",2016,9,0,"DIRECT"
"219",56,"A000448",2016,9,0,"STORAGE"
"220",56,"A000448",2016,10,0,"DIRECT"
"221",56,"A000448",2016,10,0,"STORAGE"
"222",56,"A000448",2016,10,0,"USE"
"223",56,"A000448",2016,11,0,"USE"
"224",56,"A000448",2016,11,0,"DIRECT"
"225",56,"A000448",2016,11,0,"STORAGE"
"226",56,"A000448",2016,12,0,"STORAGE"
"227",56,"A000448",2016,12,0,"DIRECT"
"228",56,"A000448",2016,12,0,"USE"
"229",56,"A000448",2017,1,0,"USE"
"230",56,"A000448",2017,1,0,"STORAGE"
"231",56,"A000448",2017,1,0,"DIRECT"
"232",56,"A000448",2017,2,0,"DIRECT"
"233",56,"A000448",2017,2,0,"STORAGE"
"234",56,"A000448",2017,2,0,"USE"
"235",56,"A000448",2017,3,0,"USE"
"236",56,"A000448",2017,3,0,"DIRECT"
"237",56,"A000448",2017,3,0,"STORAGE"
"238",56,"A000448",2017,4,0,"STORAGE"
"239",56,"A000448",2017,4,101.2,"DIRECT"
"240",56,"A000448",2017,4,0,"USE"
"241",56,"A000448",2017,5,0,"USE"
"242",56,"A000448",2017,5,0,"STORAGE"
"243",56,"A000448",2017,5,397.4,"DIRECT"
"244",56,"A000448",2017,6,0,"STORAGE"
"245",56,"A000448",2017,6,539.6,"DIRECT"
"246",56,"A000448",2017,6,0,"USE"
"247",56,"A000448",2017,7,0,"USE"
"248",56,"A000448",2017,7,1078.7,"DIRECT"
"249",56,"A000448",2017,7,0,"STORAGE"
"250",56,"A000448",2017,8,0,"DIRECT"
"251",56,"A000448",2017,8,0,"STORAGE"
"252",56,"A000448",2017,8,0,"USE"
"253",56,"A000448",2017,9,0,"USE"
"254",56,"A000448",2017,9,0,"DIRECT"
"255",56,"A000448",2017,9,0,"STORAGE"
"256",56,"A000448",2017,10,0,"DIRECT"
"257",56,"A000448",2017,10,0,"STORAGE"
"258",56,"A000448",2017,10,0,"USE"
"259",56,"A000448",2017,11,0,"USE"
"260",56,"A000448",2017,11,0,"DIRECT"
"261",56,"A000448",2017,11,0,"STORAGE"
"262",56,"A000448",2017,12,0,"STORAGE"
"263",56,"A000448",2017,12,0,"DIRECT"
"264",56,"A000448",2017,12,0,"USE"
"265",56,"A000448",2018,1,0,"STORAGE"
"266",56,"A000448",2018,1,0,"DIRECT"
"267",56,"A000448",2018,1,0,"USE"
"268",56,"A000448",2018,2,0,"USE"
"269",56,"A000448",2018,2,0,"DIRECT"
"270",56,"A000448",2018,2,0,"STORAGE"
"271",56,"A000448",2018,3,0,"DIRECT"
"272",56,"A000448",2018,3,0,"STORAGE"
"273",56,"A000448",2018,3,0,"USE"
"274",56,"A000448",2018,4,420,"USE"
"275",56,"A000448",2018,4,0,"STORAGE"
"276",56,"A000448",2018,4,420,"DIRECT"
"277",56,"A000448",2018,5,0,"STORAGE"
"278",56,"A000448",2018,5,471,"DIRECT"
"279",56,"A000448",2018,5,471,"USE"
"280",56,"A000448",2018,6,622,"USE"
"281",56,"A000448",2018,6,0,"STORAGE"
"282",56,"A000448",2018,6,622,"DIRECT"
"283",56,"A000448",2018,7,244,"DIRECT"
"284",56,"A000448",2018,7,0,"STORAGE"
"285",56,"A000448",2018,7,244,"USE"
"286",56,"A000448",2018,8,256,"USE"
"287",56,"A000448",2018,8,256,"DIRECT"
"288",56,"A000448",2018,8,0,"STORAGE"
"289",56,"A000448",2018,9,351,"DIRECT"
"290",56,"A000448",2018,9,0,"STORAGE"
"291",56,"A000448",2018,9,351,"USE"
"292",56,"A000448",2018,10,0,"USE"
"293",56,"A000448",2018,10,0,"DIRECT"
"294",56,"A000448",2018,10,0,"STORAGE"
"295",56,"A000448",2018,11,0,"DIRECT"
"296",56,"A000448",2018,11,0,"STORAGE"
"297",56,"A000448",2018,11,0,"USE"
"298",56,"A000448",2018,12,0,"USE"
"299",56,"A000448",2018,12,0,"STORAGE"
"300",56,"A000448",2018,12,0,"DIRECT"
"301",561,"A003544",2009,1,0,"USE"
"302",561,"A003544",2009,1,783,"Combined (Direct + Storage)"
"303",561,"A003544",2009,2,4860,"Combined (Direct + Storage)"
"304",561,"A003544",2009,2,0,"USE"
"305",561,"A003544",2009,3,0,"USE"
"306",561,"A003544",2009,3,2547,"Combined (Direct + Storage)"
"307",561,"A003544",2009,4,1376,"Combined (Direct + Storage)"
"308",561,"A003544",2009,4,1605,"USE"
"309",561,"A003544",2009,5,3305,"USE"
"310",561,"A003544",2009,5,1972,"Combined (Direct + Storage)"
"311",561,"A003544",2009,6,572,"Combined (Direct + Storage)"
"312",561,"A003544",2009,6,2150,"USE"
"313",561,"A003544",2009,7,2494,"USE"
"314",561,"A003544",2009,7,0,"Combined (Direct + Storage)"
"315",561,"A003544",2009,8,0,"Combined (Direct + Storage)"
"316",561,"A003544",2009,8,548,"USE"
"317",561,"A003544",2009,9,392,"USE"
"318",561,"A003544",2009,9,0,"Combined (Direct + Storage)"
"319",561,"A003544",2009,10,1080,"Combined (Direct + Storage)"
"320",561,"A003544",2009,10,107,"USE"
"321",561,"A003544",2009,11,0,"USE"
"322",561,"A003544",2009,11,1332,"Combined (Direct + Storage)"
"323",561,"A003544",2009,12,1134,"Combined (Direct + Storage)"
"324",561,"A003544",2009,12,0,"USE"
"325",561,"A003544",2010,1,0,"USE"
"326",561,"A003544",2010,1,5829.1,"Combined (Direct + Storage)"
"327",561,"A003544",2010,2,3834,"Combined (Direct + Storage)"
"328",561,"A003544",2010,2,0,"USE"
"329",561,"A003544",2010,3,0,"USE"
"330",561,"A003544",2010,3,1249.6,"Combined (Direct + Storage)"
"331",561,"A003544",2010,4,3870.92,"Combined (Direct + Storage)"
"332",561,"A003544",2010,4,2209.52,"USE"
"333",561,"A003544",2010,5,3065.78,"USE"
"334",561,"A003544",2010,5,5195.78,"Combined (Direct + Storage)"
"335",561,"A003544",2010,6,3026.02,"Combined (Direct + Storage)"
"336",561,"A003544",2010,6,3026.02,"USE"
"337",561,"A003544",2010,7,4024.28,"USE"
"338",561,"A003544",2010,7,0,"Combined (Direct + Storage)"
"339",561,"A003544",2010,8,0,"Combined (Direct + Storage)"
"340",561,"A003544",2010,8,4453.12,"USE"
"341",561,"A003544",2010,9,3564.2,"USE"
"342",561,"A003544",2010,9,0,"Combined (Direct + Storage)"
"343",561,"A003544",2010,10,2058,"Combined (Direct + Storage)"
"344",561,"A003544",2010,10,56.8,"USE"
"345",561,"A003544",2010,11,0,"USE"
"346",561,"A003544",2010,11,2896.8,"Combined (Direct + Storage)"
"347",561,"A003544",2010,12,3649.4,"Combined (Direct + Storage)"
"348",561,"A003544",2010,12,0,"USE"
"349",561,"A003544",2011,1,0,"USE"
"350",561,"A003544",2011,1,2936,"Combined (Direct + Storage)"
"351",561,"A003544",2011,2,1977,"Combined (Direct + Storage)"
"352",561,"A003544",2011,2,0,"USE"
"353",561,"A003544",2011,3,0,"USE"
"354",561,"A003544",2011,3,8426,"Combined (Direct + Storage)"
"355",561,"A003544",2011,4,3613,"Combined (Direct + Storage)"
"356",561,"A003544",2011,4,64,"USE"
"357",561,"A003544",2011,5,1905,"USE"
"358",561,"A003544",2011,5,25,"Combined (Direct + Storage)"
"359",561,"A003544",2011,6,1197,"Combined (Direct + Storage)"
"360",561,"A003544",2011,6,1628,"USE"
"361",561,"A003544",2011,7,2375,"USE"
"362",561,"A003544",2011,7,0,"Combined (Direct + Storage)"
"363",561,"A003544",2011,8,0,"Combined (Direct + Storage)"
"364",561,"A003544",2011,8,2825,"USE"
"365",561,"A003544",2011,9,2252,"USE"
"366",561,"A003544",2011,9,0,"Combined (Direct + Storage)"
"367",561,"A003544",2011,10,0,"Combined (Direct + Storage)"
"368",561,"A003544",2011,10,0,"USE"
"369",561,"A003544",2011,11,0,"USE"
"370",561,"A003544",2011,11,26,"Combined (Direct + Storage)"
"371",561,"A003544",2011,12,489,"Combined (Direct + Storage)"
"372",561,"A003544",2011,12,0,"USE"
"373",561,"A003544",2012,1,0,"USE"
"374",561,"A003544",2012,1,1671,"Combined (Direct + Storage)"
"375",561,"A003544",2012,2,544,"Combined (Direct + Storage)"
"376",561,"A003544",2012,2,0,"USE"
"377",561,"A003544",2012,3,0,"USE"
"378",561,"A003544",2012,3,3517,"Combined (Direct + Storage)"
"379",561,"A003544",2012,4,4906,"Combined (Direct + Storage)"
"380",561,"A003544",2012,4,1255,"USE"
"381",561,"A003544",2012,5,3249,"USE"
"382",561,"A003544",2012,5,280,"Combined (Direct + Storage)"
"383",561,"A003544",2012,6,0,"Combined (Direct + Storage)"
"384",561,"A003544",2012,6,2841,"USE"
"385",561,"A003544",2012,7,3422,"USE"
"386",561,"A003544",2012,7,0,"Combined (Direct + Storage)"
"387",561,"A003544",2012,8,0,"Combined (Direct + Storage)"
"388",561,"A003544",2012,8,3863,"USE"
"389",561,"A003544",2012,9,3299,"USE"
"390",561,"A003544",2012,9,0,"Combined (Direct + Storage)"
"391",561,"A003544",2012,10,788,"Combined (Direct + Storage)"
"392",561,"A003544",2012,10,0,"USE"
"393",561,"A003544",2012,11,0,"USE"
"394",561,"A003544",2012,11,2828,"Combined (Direct + Storage)"
"395",561,"A003544",2012,12,6518,"Combined (Direct + Storage)"
"396",561,"A003544",2012,12,0,"USE"
"397",561,"A003544",2013,1,0,"USE"
"398",561,"A003544",2013,1,2289,"Combined (Direct + Storage)"
"399",561,"A003544",2013,2,1139,"Combined (Direct + Storage)"
"400",561,"A003544",2013,2,0,"USE"
"401",561,"A003544",2013,3,0,"USE"
"402",561,"A003544",2013,3,815,"Combined (Direct + Storage)"
"403",561,"A003544",2013,4,0,"Combined (Direct + Storage)"
"404",561,"A003544",2013,4,2870,"USE"
"405",561,"A003544",2013,5,4103,"USE"
"406",561,"A003544",2013,5,558,"Combined (Direct + Storage)"
"407",561,"A003544",2013,6,134,"Combined (Direct + Storage)"
"408",561,"A003544",2013,6,5140,"USE"
"409",561,"A003544",2013,7,5425,"USE"
"410",561,"A003544",2013,7,0,"Combined (Direct + Storage)"
"411",561,"A003544",2013,8,0,"Combined (Direct + Storage)"
"412",561,"A003544",2013,8,773,"USE"
"413",561,"A003544",2013,9,354,"USE"
"414",561,"A003544",2013,9,0,"Combined (Direct + Storage)"
"415",561,"A003544",2013,10,886,"Combined (Direct + Storage)"
"416",561,"A003544",2013,10,0,"USE"
"417",561,"A003544",2013,11,0,"USE"
"418",561,"A003544",2013,11,1120,"Combined (Direct + Storage)"
"419",561,"A003544",2013,12,1285,"Combined (Direct + Storage)"
"420",561,"A003544",2013,12,0,"USE"
"421",561,"A003544",2014,1,104,"USE"
"422",561,"A003544",2014,1,0,"DIRECT"
"423",561,"A003544",2014,1,1069,"STORAGE"
"424",561,"A003544",2014,2,0,"DIRECT"
"425",561,"A003544",2014,2,1522,"STORAGE"
"426",561,"A003544",2014,2,89,"USE"
"427",561,"A003544",2014,3,217,"USE"
"428",561,"A003544",2014,3,1070,"STORAGE"
"429",561,"A003544",2014,3,0,"DIRECT"
"430",561,"A003544",2014,4,0,"DIRECT"
"431",561,"A003544",2014,4,0,"STORAGE"
"432",561,"A003544",2014,4,2228,"USE"
"433",561,"A003544",2014,5,252,"USE"
"434",561,"A003544",2014,5,0,"STORAGE"
"435",561,"A003544",2014,5,0,"DIRECT"
"436",561,"A003544",2014,6,0,"DIRECT"
"437",561,"A003544",2014,6,0,"STORAGE"
"438",561,"A003544",2014,6,21,"USE"
"439",561,"A003544",2014,7,95,"USE"
"440",561,"A003544",2014,7,0,"DIRECT"
"441",561,"A003544",2014,7,0,"STORAGE"
"442",561,"A003544",2014,8,0,"STORAGE"
"443",561,"A003544",2014,8,0,"DIRECT"
"444",561,"A003544",2014,8,204,"USE"
"445",561,"A003544",2014,9,24,"USE"
"446",561,"A003544",2014,9,0,"DIRECT"
"447",561,"A003544",2014,9,0,"STORAGE"
"448",561,"A003544",2014,10,932,"STORAGE"
"449",561,"A003544",2014,10,0,"DIRECT"
"450",561,"A003544",2014,10,197,"USE"
"451",561,"A003544",2014,11,118,"USE"
"452",561,"A003544",2014,11,1184,"STORAGE"
"453",561,"A003544",2014,11,0,"DIRECT"
"454",561,"A003544",2014,12,0,"DIRECT"
"455",561,"A003544",2014,12,7408,"STORAGE"
"456",561,"A003544",2014,12,116,"USE"
"457",561,"A003544",2015,1,0,"USE"
"458",561,"A003544",2015,1,1063,"STORAGE"
"459",561,"A003544",2015,1,0,"DIRECT"
"460",561,"A003544",2015,2,13326,"STORAGE"
"461",561,"A003544",2015,2,0,"DIRECT"
"462",561,"A003544",2015,2,0,"USE"
"463",561,"A003544",2015,3,0,"USE"
"464",561,"A003544",2015,3,0,"STORAGE"
"465",561,"A003544",2015,3,0,"DIRECT"
"466",561,"A003544",2015,4,0,"STORAGE"
"467",561,"A003544",2015,4,0,"DIRECT"
"468",561,"A003544",2015,4,4506,"USE"
"469",561,"A003544",2015,5,2969,"USE"
"470",561,"A003544",2015,5,0,"DIRECT"
"471",561,"A003544",2015,5,0,"STORAGE"
"472",561,"A003544",2015,6,0,"STORAGE"
"473",561,"A003544",2015,6,0,"DIRECT"
"474",561,"A003544",2015,6,3405,"USE"
"475",561,"A003544",2015,7,3753,"USE"
"476",561,"A003544",2015,7,0,"STORAGE"
"477",561,"A003544",2015,7,0,"DIRECT"
"478",561,"A003544",2015,8,0,"STORAGE"
"479",561,"A003544",2015,8,0,"DIRECT"
"480",561,"A003544",2015,8,2663,"USE"
"481",561,"A003544",2015,9,90,"USE"
"482",561,"A003544",2015,9,0,"DIRECT"
"483",561,"A003544",2015,9,0,"STORAGE"
"484",561,"A003544",2015,10,290,"STORAGE"
"485",561,"A003544",2015,10,0,"DIRECT"
"486",561,"A003544",2015,10,0,"USE"
"487",561,"A003544",2015,11,0,"USE"
"488",561,"A003544",2015,11,0,"DIRECT"
"489",561,"A003544",2015,11,954,"STORAGE"
"490",561,"A003544",2015,12,0,"DIRECT"
"491",561,"A003544",2015,12,2373,"STORAGE"
"492",561,"A003544",2015,12,0,"USE"
"493",561,"A003544",2016,1,0,"USE"
"494",561,"A003544",2016,1,7207,"STORAGE"
"495",561,"A003544",2016,1,0,"DIRECT"
"496",561,"A003544",2016,2,4307,"STORAGE"
"497",561,"A003544",2016,2,0,"DIRECT"
"498",561,"A003544",2016,2,0,"USE"
"499",561,"A003544",2016,3,0,"USE"
"500",561,"A003544",2016,3,0,"DIRECT"
"501",561,"A003544",2016,3,8794,"STORAGE"
"502",561,"A003544",2016,4,0,"DIRECT"
"503",561,"A003544",2016,4,0,"STORAGE"
"504",561,"A003544",2016,4,2021,"USE"
"505",561,"A003544",2016,5,3328,"USE"
"506",561,"A003544",2016,5,0,"DIRECT"
"507",561,"A003544",2016,5,0,"STORAGE"
"508",561,"A003544",2016,6,0,"STORAGE"
"509",561,"A003544",2016,6,0,"DIRECT"
"510",561,"A003544",2016,6,3154,"USE"
"511",561,"A003544",2016,7,3461,"USE"
"512",561,"A003544",2016,7,0,"DIRECT"
"513",561,"A003544",2016,7,0,"STORAGE"
"514",561,"A003544",2016,8,0,"STORAGE"
"515",561,"A003544",2016,8,0,"DIRECT"
"516",561,"A003544",2016,8,3388,"USE"
"517",561,"A003544",2016,9,1803,"USE"
"518",561,"A003544",2016,9,0,"DIRECT"
"519",561,"A003544",2016,9,0,"STORAGE"
"520",561,"A003544",2016,10,0,"DIRECT"
"521",561,"A003544",2016,10,3193,"STORAGE"
"522",561,"A003544",2016,10,0,"USE"
"523",561,"A003544",2016,11,0,"USE"
"524",561,"A003544",2016,11,0,"DIRECT"
"525",561,"A003544",2016,11,2635,"STORAGE"
"526",561,"A003544",2016,12,3925,"STORAGE"
"527",561,"A003544",2016,12,0,"DIRECT"
"528",561,"A003544",2016,12,0,"USE"
"529",561,"A003544",2017,1,0,"USE"
"530",561,"A003544",2017,1,9817,"STORAGE"
"531",561,"A003544",2017,1,0,"DIRECT"
"532",561,"A003544",2017,2,0,"DIRECT"
"533",561,"A003544",2017,2,13539,"STORAGE"
"534",561,"A003544",2017,2,0,"USE"
"535",561,"A003544",2017,3,0,"USE"
"536",561,"A003544",2017,3,0,"DIRECT"
"537",561,"A003544",2017,3,1201,"STORAGE"
"538",561,"A003544",2017,4,0,"STORAGE"
"539",561,"A003544",2017,4,0,"DIRECT"
"540",561,"A003544",2017,4,837,"USE"
"541",561,"A003544",2017,5,3225,"USE"
